air_store_id,visit_date,reserve_visitors,hpg_store_id
air_6c91a28278a16f64,2016-12-24,12,hpg_945c2807cef88022
air_6c91a28278a16f64,2016-12-25,4,hpg_945c2807cef88022
air_6c91a28278a16f64,2016-12-29,4,hpg_945c2807cef88022
air_6c91a28278a16f64,2016-12-30,16,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-03,8,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-04,10,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-05,6,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-07,7,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-09,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-12,5,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-13,4,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-14,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-15,9,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-18,5,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-21,5,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-22,7,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-25,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-26,6,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-27,10,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-01-31,7,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-02-09,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-02-11,7,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-02-18,6,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-02-19,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-02-25,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-02-26,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-04,6,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-05,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-07,4,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-11,4,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-12,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-13,4,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-14,5,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-16,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-17,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-18,5,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-19,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-25,4,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-03-30,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-04-01,3,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-04-15,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-04-16,2,hpg_945c2807cef88022
air_6c91a28278a16f64,2017-04-29,4,hpg_945c2807cef88022
air_6ca1d941c8199a67,2016-11-02,6,
air_6ca1d941c8199a67,2016-11-04,2,
air_6ca1d941c8199a67,2016-11-06,2,
air_6ca1d941c8199a67,2016-11-20,2,
air_6ca1d941c8199a67,2016-12-10,6,
air_6ca1d941c8199a67,2016-12-16,43,
air_6ca1d941c8199a67,2016-12-17,44,
air_6ca1d941c8199a67,2016-12-18,28,
air_6ca1d941c8199a67,2016-12-19,9,
air_6ca1d941c8199a67,2016-12-21,8,
air_6ca1d941c8199a67,2016-12-22,62,
air_6ca1d941c8199a67,2016-12-23,27,
air_6ca1d941c8199a67,2016-12-24,23,
air_6ca1d941c8199a67,2016-12-25,15,
air_6ca1d941c8199a67,2016-12-26,13,
air_6ca1d941c8199a67,2016-12-27,34,
air_6ca1d941c8199a67,2016-12-28,36,
air_6ca1d941c8199a67,2016-12-29,44,
air_6ca1d941c8199a67,2016-12-30,38,
air_6ca1d941c8199a67,2017-01-04,9,
air_6ca1d941c8199a67,2017-01-05,24,
air_6ca1d941c8199a67,2017-01-06,21,
air_6ca1d941c8199a67,2017-01-07,31,
air_6ca1d941c8199a67,2017-01-08,3,
air_6ca1d941c8199a67,2017-01-10,5,
air_6ca1d941c8199a67,2017-01-11,5,
air_6ca1d941c8199a67,2017-01-12,2,
air_6ca1d941c8199a67,2017-01-13,24,
air_6ca1d941c8199a67,2017-01-14,22,
air_6ca1d941c8199a67,2017-01-17,6,
air_6ca1d941c8199a67,2017-01-19,2,
air_6ca1d941c8199a67,2017-01-20,17,
air_6ca1d941c8199a67,2017-01-21,29,
air_6ca1d941c8199a67,2017-01-22,9,
air_6ca1d941c8199a67,2017-01-23,12,
air_6ca1d941c8199a67,2017-01-26,25,
air_6ca1d941c8199a67,2017-01-27,27,
air_6ca1d941c8199a67,2017-01-28,21,
air_6ca1d941c8199a67,2017-01-29,5,
air_6ca1d941c8199a67,2017-01-30,4,
air_6ca1d941c8199a67,2017-02-03,35,
air_6ca1d941c8199a67,2017-02-05,4,
air_6ca1d941c8199a67,2017-02-06,2,
air_6ca1d941c8199a67,2017-02-07,8,
air_6ca1d941c8199a67,2017-02-08,6,
air_6ca1d941c8199a67,2017-02-09,17,
air_6ca1d941c8199a67,2017-02-10,29,
air_6ca1d941c8199a67,2017-02-11,24,
air_6ca1d941c8199a67,2017-02-13,11,
air_6ca1d941c8199a67,2017-02-14,9,
air_6ca1d941c8199a67,2017-02-15,15,
air_6ca1d941c8199a67,2017-02-16,17,
air_6ca1d941c8199a67,2017-02-17,22,
air_6ca1d941c8199a67,2017-02-18,22,
air_6ca1d941c8199a67,2017-02-21,26,
air_6ca1d941c8199a67,2017-02-22,9,
air_6ca1d941c8199a67,2017-02-23,11,
air_6ca1d941c8199a67,2017-02-25,11,
air_6ca1d941c8199a67,2017-02-26,16,
air_6ca1d941c8199a67,2017-02-27,4,
air_6ca1d941c8199a67,2017-02-28,19,
air_6ca1d941c8199a67,2017-03-01,6,
air_6ca1d941c8199a67,2017-03-02,8,
air_6ca1d941c8199a67,2017-03-03,15,
air_6ca1d941c8199a67,2017-03-05,4,
air_6ca1d941c8199a67,2017-03-06,8,
air_6ca1d941c8199a67,2017-03-07,16,
air_6ca1d941c8199a67,2017-03-08,20,
air_6ca1d941c8199a67,2017-03-10,38,
air_6ca1d941c8199a67,2017-03-11,34,
air_6ca1d941c8199a67,2017-03-12,8,
air_6ca1d941c8199a67,2017-03-13,14,
air_6ca1d941c8199a67,2017-03-14,16,
air_6ca1d941c8199a67,2017-03-15,18,
air_6ca1d941c8199a67,2017-03-16,11,
air_6ca1d941c8199a67,2017-03-17,25,
air_6ca1d941c8199a67,2017-03-18,43,
air_6ca1d941c8199a67,2017-03-19,21,
air_6ca1d941c8199a67,2017-03-20,11,
air_6ca1d941c8199a67,2017-03-21,29,
air_6ca1d941c8199a67,2017-03-22,34,
air_6ca1d941c8199a67,2017-03-23,24,
air_6ca1d941c8199a67,2017-03-24,37,
air_6ca1d941c8199a67,2017-03-25,22,
air_6ca1d941c8199a67,2017-03-27,12,
air_6ca1d941c8199a67,2017-03-28,2,
air_6ca1d941c8199a67,2017-03-30,4,
air_6ca1d941c8199a67,2017-03-31,38,
air_6ca1d941c8199a67,2017-04-01,18,
air_6ca1d941c8199a67,2017-04-02,14,
air_6ca1d941c8199a67,2017-04-04,15,
air_6ca1d941c8199a67,2017-04-05,18,
air_6ca1d941c8199a67,2017-04-06,6,
air_6ca1d941c8199a67,2017-04-07,39,
air_6ca1d941c8199a67,2017-04-08,28,
air_6ca1d941c8199a67,2017-04-09,4,
air_6ca1d941c8199a67,2017-04-11,4,
air_6ca1d941c8199a67,2017-04-15,18,
air_6ca1d941c8199a67,2017-04-18,9,
air_6ca1d941c8199a67,2017-04-20,15,
air_6ca1d941c8199a67,2017-04-21,43,
air_6ca1d941c8199a67,2017-04-22,19,
air_6ca1d941c8199a67,2017-04-23,12,
air_6ca1d941c8199a67,2017-04-24,2,
air_6ca1d941c8199a67,2017-04-29,7,
air_6ca1d941c8199a67,2017-05-01,7,
air_6ca1d941c8199a67,2017-05-02,8,
air_6ca1d941c8199a67,2017-05-03,12,
air_6cbe54f0aa30b615,2016-10-29,3,
air_6cbe54f0aa30b615,2016-10-31,5,
air_6cbe54f0aa30b615,2016-11-02,4,
air_6cbe54f0aa30b615,2016-11-04,3,
air_6cbe54f0aa30b615,2016-11-11,8,
air_6cbe54f0aa30b615,2016-11-14,14,
air_6cbe54f0aa30b615,2016-11-17,2,
air_6cbe54f0aa30b615,2016-11-22,3,
air_6cbe54f0aa30b615,2016-11-23,2,
air_6cbe54f0aa30b615,2016-12-03,7,
air_6cbe54f0aa30b615,2016-12-09,10,
air_6cbe54f0aa30b615,2016-12-10,2,
air_6cbe54f0aa30b615,2016-12-13,3,
air_6cbe54f0aa30b615,2016-12-15,2,
air_6cbe54f0aa30b615,2016-12-17,3,
air_6cbe54f0aa30b615,2016-12-22,17,
air_6cbe54f0aa30b615,2016-12-24,4,
air_6cbe54f0aa30b615,2016-12-29,2,
air_6cbe54f0aa30b615,2017-01-05,5,
air_6cbe54f0aa30b615,2017-01-08,8,
air_6cbe54f0aa30b615,2017-01-11,15,
air_6cbe54f0aa30b615,2017-01-12,7,
air_6cbe54f0aa30b615,2017-01-13,2,
air_6cbe54f0aa30b615,2017-01-20,3,
air_6cbe54f0aa30b615,2017-01-28,6,
air_6cbe54f0aa30b615,2017-02-03,2,
air_6cbe54f0aa30b615,2017-02-04,16,
air_6cbe54f0aa30b615,2017-02-06,4,
air_6cbe54f0aa30b615,2017-02-15,5,
air_6cbe54f0aa30b615,2017-02-16,2,
air_6cbe54f0aa30b615,2017-02-17,6,
air_6cbe54f0aa30b615,2017-02-20,4,
air_6cbe54f0aa30b615,2017-02-24,12,
air_6cbe54f0aa30b615,2017-03-03,2,
air_6cbe54f0aa30b615,2017-03-04,6,
air_6cbe54f0aa30b615,2017-03-06,8,
air_6cbe54f0aa30b615,2017-03-07,3,
air_6cbe54f0aa30b615,2017-03-10,3,
air_6cbe54f0aa30b615,2017-03-11,3,
air_6cbe54f0aa30b615,2017-03-14,11,
air_6cbe54f0aa30b615,2017-03-15,2,
air_6cbe54f0aa30b615,2017-03-18,2,
air_6cbe54f0aa30b615,2017-03-19,10,
air_6cbe54f0aa30b615,2017-03-21,8,
air_6cbe54f0aa30b615,2017-03-22,2,
air_6cbe54f0aa30b615,2017-03-23,4,
air_6cbe54f0aa30b615,2017-03-28,14,
air_6cbe54f0aa30b615,2017-03-29,5,
air_6cbe54f0aa30b615,2017-04-01,2,
air_6cbe54f0aa30b615,2017-04-03,3,
air_6cbe54f0aa30b615,2017-04-06,10,
air_6cbe54f0aa30b615,2017-04-07,20,
air_6cbe54f0aa30b615,2017-04-08,11,
air_6cbe54f0aa30b615,2017-04-21,7,
air_6cbe54f0aa30b615,2017-04-28,2,
air_6ced51c24fb54262,2016-11-17,15,
air_6ced51c24fb54262,2016-11-22,5,
air_6ced51c24fb54262,2016-11-25,6,
air_6ced51c24fb54262,2016-11-26,10,
air_6ced51c24fb54262,2016-11-28,15,
air_6ced51c24fb54262,2016-12-02,18,
air_6ced51c24fb54262,2016-12-03,15,
air_6ced51c24fb54262,2016-12-09,10,
air_6ced51c24fb54262,2016-12-13,4,
air_6ced51c24fb54262,2016-12-16,10,
air_6ced51c24fb54262,2016-12-19,14,
air_6ced51c24fb54262,2016-12-21,4,
air_6ced51c24fb54262,2016-12-22,12,
air_6ced51c24fb54262,2016-12-23,4,
air_6ced51c24fb54262,2016-12-26,12,
air_6ced51c24fb54262,2016-12-28,12,
air_6ced51c24fb54262,2017-01-13,15,
air_6ced51c24fb54262,2017-01-20,4,
air_6ced51c24fb54262,2017-01-24,4,
air_6ced51c24fb54262,2017-01-26,6,
air_6ced51c24fb54262,2017-01-27,7,
air_6ced51c24fb54262,2017-02-02,7,
air_6ced51c24fb54262,2017-02-09,11,
air_6ced51c24fb54262,2017-02-10,7,
air_6ced51c24fb54262,2017-02-13,2,
air_6ced51c24fb54262,2017-02-24,10,
air_6ced51c24fb54262,2017-03-03,3,
air_6ced51c24fb54262,2017-03-08,4,
air_6ced51c24fb54262,2017-03-21,19,
air_6ced51c24fb54262,2017-03-22,8,
air_6ced51c24fb54262,2017-04-07,7,
air_6ced51c24fb54262,2017-04-14,20,
air_6ced51c24fb54262,2017-04-20,4,
air_6ced51c24fb54262,2017-05-16,12,
air_6ced51c24fb54262,2017-05-17,11,
air_6d65542aa43b598b,2016-01-04,5,
air_6d65542aa43b598b,2016-01-05,8,
air_6d65542aa43b598b,2016-01-06,5,
air_6d65542aa43b598b,2016-01-08,12,
air_6d65542aa43b598b,2016-01-09,17,
air_6d65542aa43b598b,2016-01-10,9,
air_6d65542aa43b598b,2016-01-11,22,
air_6d65542aa43b598b,2016-01-12,7,
air_6d65542aa43b598b,2016-01-13,19,
air_6d65542aa43b598b,2016-01-15,3,
air_6d65542aa43b598b,2016-01-16,4,
air_6d65542aa43b598b,2016-01-17,16,
air_6d65542aa43b598b,2016-01-18,10,
air_6d65542aa43b598b,2016-01-19,3,
air_6d65542aa43b598b,2016-01-20,9,
air_6d65542aa43b598b,2016-01-22,23,
air_6d65542aa43b598b,2016-01-23,16,
air_6d65542aa43b598b,2016-01-24,23,
air_6d65542aa43b598b,2016-01-25,5,
air_6d65542aa43b598b,2016-01-26,12,
air_6d65542aa43b598b,2016-01-27,2,
air_6d65542aa43b598b,2016-01-29,15,
air_6d65542aa43b598b,2016-01-30,16,
air_6d65542aa43b598b,2016-01-31,20,
air_6d65542aa43b598b,2016-02-01,6,
air_6d65542aa43b598b,2016-02-02,9,
air_6d65542aa43b598b,2016-02-03,5,
air_6d65542aa43b598b,2016-02-05,25,
air_6d65542aa43b598b,2016-02-06,20,
air_6d65542aa43b598b,2016-02-07,24,
air_6d65542aa43b598b,2016-02-08,10,
air_6d65542aa43b598b,2016-02-09,15,
air_6d65542aa43b598b,2016-02-10,31,
air_6d65542aa43b598b,2016-02-12,18,
air_6d65542aa43b598b,2016-02-13,13,
air_6d65542aa43b598b,2016-02-14,8,
air_6d65542aa43b598b,2016-02-15,22,
air_6d65542aa43b598b,2016-02-16,8,
air_6d65542aa43b598b,2016-02-17,18,
air_6d65542aa43b598b,2016-02-19,25,
air_6d65542aa43b598b,2016-02-20,23,
air_6d65542aa43b598b,2016-02-21,16,
air_6d65542aa43b598b,2016-02-22,8,
air_6d65542aa43b598b,2016-02-23,16,
air_6d65542aa43b598b,2016-02-24,7,
air_6d65542aa43b598b,2016-02-26,6,
air_6d65542aa43b598b,2016-02-27,26,
air_6d65542aa43b598b,2016-02-28,15,
air_6d65542aa43b598b,2016-02-29,19,
air_6d65542aa43b598b,2016-03-01,15,
air_6d65542aa43b598b,2016-03-02,23,
air_6d65542aa43b598b,2016-03-04,5,
air_6d65542aa43b598b,2016-03-05,16,
air_6d65542aa43b598b,2016-03-06,13,
air_6d65542aa43b598b,2016-03-07,20,
air_6d65542aa43b598b,2016-03-08,13,
air_6d65542aa43b598b,2016-03-09,16,
air_6d65542aa43b598b,2016-03-11,19,
air_6d65542aa43b598b,2016-03-12,33,
air_6d65542aa43b598b,2016-03-13,11,
air_6d65542aa43b598b,2016-03-14,18,
air_6d65542aa43b598b,2016-03-15,21,
air_6d65542aa43b598b,2016-03-16,19,
air_6d65542aa43b598b,2016-03-18,23,
air_6d65542aa43b598b,2016-03-19,34,
air_6d65542aa43b598b,2016-03-20,32,
air_6d65542aa43b598b,2016-03-21,23,
air_6d65542aa43b598b,2016-03-22,9,
air_6d65542aa43b598b,2016-03-23,10,
air_6d65542aa43b598b,2016-03-25,23,
air_6d65542aa43b598b,2016-03-26,33,
air_6d65542aa43b598b,2016-03-27,34,
air_6d65542aa43b598b,2016-03-28,33,
air_6d65542aa43b598b,2016-03-29,29,
air_6d65542aa43b598b,2016-03-30,10,
air_6d65542aa43b598b,2016-04-01,10,
air_6d65542aa43b598b,2016-04-02,18,
air_6d65542aa43b598b,2016-04-03,13,
air_6d65542aa43b598b,2016-04-05,5,
air_6d65542aa43b598b,2016-04-07,2,
air_6d65542aa43b598b,2016-04-08,15,
air_6d65542aa43b598b,2016-04-09,40,
air_6d65542aa43b598b,2016-04-10,18,
air_6d65542aa43b598b,2016-04-12,14,
air_6d65542aa43b598b,2016-04-13,20,
air_6d65542aa43b598b,2016-04-14,17,
air_6d65542aa43b598b,2016-04-15,9,
air_6d65542aa43b598b,2016-04-16,27,
air_6d65542aa43b598b,2016-04-17,16,
air_6d65542aa43b598b,2016-04-19,14,
air_6d65542aa43b598b,2016-04-20,19,
air_6d65542aa43b598b,2016-04-21,12,
air_6d65542aa43b598b,2016-04-22,25,
air_6d65542aa43b598b,2016-04-23,17,
air_6d65542aa43b598b,2016-04-24,4,
air_6d65542aa43b598b,2016-04-26,12,
air_6d65542aa43b598b,2016-04-27,14,
air_6d65542aa43b598b,2016-04-28,26,
air_6d65542aa43b598b,2016-04-29,31,
air_6d65542aa43b598b,2016-04-30,33,
air_6d65542aa43b598b,2016-05-01,21,
air_6d65542aa43b598b,2016-05-03,27,
air_6d65542aa43b598b,2016-05-04,22,
air_6d65542aa43b598b,2016-05-05,12,
air_6d65542aa43b598b,2016-05-06,24,
air_6d65542aa43b598b,2016-05-07,28,
air_6d65542aa43b598b,2016-05-08,25,
air_6d65542aa43b598b,2016-10-27,17,
air_6d65542aa43b598b,2016-10-28,25,
air_6d65542aa43b598b,2016-10-29,25,
air_6d65542aa43b598b,2016-10-30,21,
air_6d65542aa43b598b,2016-11-01,8,
air_6d65542aa43b598b,2016-11-02,17,
air_6d65542aa43b598b,2016-11-03,18,
air_6d65542aa43b598b,2016-11-04,12,
air_6d65542aa43b598b,2016-11-05,31,
air_6d65542aa43b598b,2016-11-06,11,
air_6d65542aa43b598b,2016-11-08,18,
air_6d65542aa43b598b,2016-11-09,11,
air_6d65542aa43b598b,2016-11-10,14,
air_6d65542aa43b598b,2016-11-11,12,
air_6d65542aa43b598b,2016-11-12,24,
air_6d65542aa43b598b,2016-11-13,18,
air_6d65542aa43b598b,2016-11-15,7,
air_6d65542aa43b598b,2016-11-16,4,
air_6d65542aa43b598b,2016-11-17,16,
air_6d65542aa43b598b,2016-11-18,27,
air_6d65542aa43b598b,2016-11-19,17,
air_6d65542aa43b598b,2016-11-20,24,
air_6d65542aa43b598b,2016-11-22,22,
air_6d65542aa43b598b,2016-11-23,21,
air_6d65542aa43b598b,2016-11-24,16,
air_6d65542aa43b598b,2016-11-25,4,
air_6d65542aa43b598b,2016-11-26,31,
air_6d65542aa43b598b,2016-11-27,29,
air_6d65542aa43b598b,2016-11-29,14,
air_6d65542aa43b598b,2016-11-30,14,
air_6d65542aa43b598b,2016-12-01,7,
air_6d65542aa43b598b,2016-12-02,13,
air_6d65542aa43b598b,2016-12-03,22,
air_6d65542aa43b598b,2016-12-04,19,
air_6d65542aa43b598b,2016-12-06,8,
air_6d65542aa43b598b,2016-12-07,9,
air_6d65542aa43b598b,2016-12-08,21,
air_6d65542aa43b598b,2016-12-09,13,
air_6d65542aa43b598b,2016-12-10,37,
air_6d65542aa43b598b,2016-12-11,16,
air_6d65542aa43b598b,2016-12-13,10,
air_6d65542aa43b598b,2016-12-14,16,
air_6d65542aa43b598b,2016-12-15,14,
air_6d65542aa43b598b,2016-12-16,8,
air_6d65542aa43b598b,2016-12-17,38,
air_6d65542aa43b598b,2016-12-18,38,
air_6d65542aa43b598b,2016-12-20,19,
air_6d65542aa43b598b,2016-12-21,28,
air_6d65542aa43b598b,2016-12-22,28,
air_6d65542aa43b598b,2016-12-23,35,
air_6d65542aa43b598b,2016-12-24,20,
air_6d65542aa43b598b,2016-12-25,22,
air_6d65542aa43b598b,2016-12-27,14,
air_6d65542aa43b598b,2016-12-28,22,
air_6d65542aa43b598b,2016-12-29,15,
air_6d65542aa43b598b,2016-12-30,28,
air_6d65542aa43b598b,2017-01-04,29,
air_6d65542aa43b598b,2017-01-05,23,
air_6d65542aa43b598b,2017-01-06,12,
air_6d65542aa43b598b,2017-01-07,14,
air_6d65542aa43b598b,2017-01-08,20,
air_6d65542aa43b598b,2017-01-09,5,
air_6d65542aa43b598b,2017-01-10,2,
air_6d65542aa43b598b,2017-01-11,7,
air_6d65542aa43b598b,2017-01-12,14,
air_6d65542aa43b598b,2017-01-13,16,
air_6d65542aa43b598b,2017-01-14,24,
air_6d65542aa43b598b,2017-01-15,16,
air_6d65542aa43b598b,2017-01-17,16,
air_6d65542aa43b598b,2017-01-18,17,
air_6d65542aa43b598b,2017-01-19,7,
air_6d65542aa43b598b,2017-01-20,10,
air_6d65542aa43b598b,2017-01-21,22,
air_6d65542aa43b598b,2017-01-22,29,
air_6d65542aa43b598b,2017-01-24,18,
air_6d65542aa43b598b,2017-01-25,14,
air_6d65542aa43b598b,2017-01-26,7,
air_6d65542aa43b598b,2017-01-27,33,
air_6d65542aa43b598b,2017-01-28,32,
air_6d65542aa43b598b,2017-01-29,2,
air_6d65542aa43b598b,2017-01-31,13,
air_6d65542aa43b598b,2017-02-01,2,
air_6d65542aa43b598b,2017-02-02,12,
air_6d65542aa43b598b,2017-02-03,16,
air_6d65542aa43b598b,2017-02-04,34,
air_6d65542aa43b598b,2017-02-05,27,
air_6d65542aa43b598b,2017-02-07,12,
air_6d65542aa43b598b,2017-02-08,16,
air_6d65542aa43b598b,2017-02-09,15,
air_6d65542aa43b598b,2017-02-10,22,
air_6d65542aa43b598b,2017-02-11,40,
air_6d65542aa43b598b,2017-02-12,23,
air_6d65542aa43b598b,2017-02-14,17,
air_6d65542aa43b598b,2017-02-15,15,
air_6d65542aa43b598b,2017-02-16,10,
air_6d65542aa43b598b,2017-02-17,18,
air_6d65542aa43b598b,2017-02-18,33,
air_6d65542aa43b598b,2017-02-19,23,
air_6d65542aa43b598b,2017-02-21,12,
air_6d65542aa43b598b,2017-02-22,17,
air_6d65542aa43b598b,2017-02-23,13,
air_6d65542aa43b598b,2017-02-24,20,
air_6d65542aa43b598b,2017-02-25,27,
air_6d65542aa43b598b,2017-02-26,13,
air_6d65542aa43b598b,2017-02-28,20,
air_6d65542aa43b598b,2017-03-01,17,
air_6d65542aa43b598b,2017-03-02,16,
air_6d65542aa43b598b,2017-03-03,15,
air_6d65542aa43b598b,2017-03-04,34,
air_6d65542aa43b598b,2017-03-05,21,
air_6d65542aa43b598b,2017-03-07,16,
air_6d65542aa43b598b,2017-03-08,7,
air_6d65542aa43b598b,2017-03-09,20,
air_6d65542aa43b598b,2017-03-10,7,
air_6d65542aa43b598b,2017-03-11,13,
air_6d65542aa43b598b,2017-03-12,23,
air_6d65542aa43b598b,2017-03-14,14,
air_6d65542aa43b598b,2017-03-15,22,
air_6d65542aa43b598b,2017-03-16,10,
air_6d65542aa43b598b,2017-03-17,16,
air_6d65542aa43b598b,2017-03-18,26,
air_6d65542aa43b598b,2017-03-19,21,
air_6d65542aa43b598b,2017-03-20,16,
air_6d65542aa43b598b,2017-03-21,26,
air_6d65542aa43b598b,2017-03-22,27,
air_6d65542aa43b598b,2017-03-23,9,
air_6d65542aa43b598b,2017-03-24,27,
air_6d65542aa43b598b,2017-03-25,22,
air_6d65542aa43b598b,2017-03-28,24,
air_6d65542aa43b598b,2017-03-29,15,
air_6d65542aa43b598b,2017-03-30,10,
air_6d65542aa43b598b,2017-03-31,9,
air_6d65542aa43b598b,2017-04-01,20,
air_6d65542aa43b598b,2017-04-02,22,
air_6d65542aa43b598b,2017-04-04,12,
air_6d65542aa43b598b,2017-04-06,19,
air_6d65542aa43b598b,2017-04-07,14,
air_6d65542aa43b598b,2017-04-08,23,
air_6d65542aa43b598b,2017-04-09,12,
air_6d65542aa43b598b,2017-04-11,14,
air_6d65542aa43b598b,2017-04-12,16,
air_6d65542aa43b598b,2017-04-13,12,
air_6d65542aa43b598b,2017-04-14,14,
air_6d65542aa43b598b,2017-04-15,27,
air_6d65542aa43b598b,2017-04-16,18,
air_6d65542aa43b598b,2017-04-18,15,
air_6d65542aa43b598b,2017-04-19,26,
air_6d65542aa43b598b,2017-04-20,11,
air_6d65542aa43b598b,2017-04-21,14,
air_6d65542aa43b598b,2017-04-22,24,
air_6d65542aa43b598b,2017-04-23,10,
air_6d65542aa43b598b,2017-04-25,10,
air_6d65542aa43b598b,2017-04-26,4,
air_6d65542aa43b598b,2017-04-28,7,
air_6d65542aa43b598b,2017-04-29,9,
air_6d65542aa43b598b,2017-04-30,4,
air_6d65542aa43b598b,2017-05-03,2,
air_6d65542aa43b598b,2017-05-04,3,
air_6d65542aa43b598b,2017-05-06,15,
air_6d65542aa43b598b,2017-05-10,7,
air_6d65542aa43b598b,2017-05-13,4,
air_6d65542aa43b598b,2017-05-14,4,
air_6d65542aa43b598b,2017-05-16,2,
air_6ff5fca957798daa,2016-10-27,3,
air_6ff5fca957798daa,2016-10-28,6,
air_6ff5fca957798daa,2016-10-29,13,
air_6ff5fca957798daa,2016-10-31,4,
air_6ff5fca957798daa,2016-11-01,9,
air_6ff5fca957798daa,2016-11-02,9,
air_6ff5fca957798daa,2016-11-04,6,
air_6ff5fca957798daa,2016-11-05,3,
air_6ff5fca957798daa,2016-11-07,6,
air_6ff5fca957798daa,2016-11-08,2,
air_6ff5fca957798daa,2016-11-09,2,
air_6ff5fca957798daa,2016-11-10,7,
air_6ff5fca957798daa,2016-11-11,7,
air_6ff5fca957798daa,2016-11-12,2,
air_6ff5fca957798daa,2016-11-14,2,
air_6ff5fca957798daa,2016-11-16,9,
air_6ff5fca957798daa,2016-11-17,4,
air_6ff5fca957798daa,2016-11-18,7,
air_6ff5fca957798daa,2016-11-19,11,
air_6ff5fca957798daa,2016-11-21,4,
air_6ff5fca957798daa,2016-11-24,4,
air_6ff5fca957798daa,2016-11-25,4,
air_6ff5fca957798daa,2016-11-26,7,
air_6ff5fca957798daa,2016-11-28,6,
air_6ff5fca957798daa,2016-11-29,12,
air_6ff5fca957798daa,2016-11-30,2,
air_6ff5fca957798daa,2016-12-01,4,
air_6ff5fca957798daa,2016-12-02,8,
air_6ff5fca957798daa,2016-12-03,4,
air_6ff5fca957798daa,2016-12-05,4,
air_6ff5fca957798daa,2016-12-06,9,
air_6ff5fca957798daa,2016-12-08,8,
air_6ff5fca957798daa,2016-12-09,14,
air_6ff5fca957798daa,2016-12-10,5,
air_6ff5fca957798daa,2016-12-12,8,
air_6ff5fca957798daa,2016-12-13,3,
air_6ff5fca957798daa,2016-12-14,8,
air_6ff5fca957798daa,2016-12-15,6,
air_6ff5fca957798daa,2016-12-16,9,
air_6ff5fca957798daa,2016-12-17,17,
air_6ff5fca957798daa,2016-12-19,9,
air_6ff5fca957798daa,2016-12-20,5,
air_6ff5fca957798daa,2016-12-21,2,
air_6ff5fca957798daa,2016-12-22,6,
air_6ff5fca957798daa,2016-12-23,9,
air_6ff5fca957798daa,2016-12-24,14,
air_6ff5fca957798daa,2016-12-26,13,
air_6ff5fca957798daa,2016-12-27,7,
air_6ff5fca957798daa,2016-12-28,12,
air_6ff5fca957798daa,2016-12-29,13,
air_6ff5fca957798daa,2016-12-30,10,
air_6ff5fca957798daa,2017-01-05,5,
air_6ff5fca957798daa,2017-01-07,4,
air_6ff5fca957798daa,2017-01-10,3,
air_6ff5fca957798daa,2017-01-16,8,
air_6ff5fca957798daa,2017-01-17,10,
air_6ff5fca957798daa,2017-01-18,6,
air_6ff5fca957798daa,2017-01-19,5,
air_6ff5fca957798daa,2017-01-20,5,
air_6ff5fca957798daa,2017-01-21,10,
air_6ff5fca957798daa,2017-01-23,1,
air_6ff5fca957798daa,2017-01-24,5,
air_6ff5fca957798daa,2017-01-25,1,
air_6ff5fca957798daa,2017-01-26,1,
