air_store_id,min_visitors,mean_visitors,median_visitors,max_visitors,count_observations,air_genre_name,air_area_name,latitude,longitude
air_2c505f9ad67d4635,8,20.14285714,20,39,42,Other,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_2c6c79d597e48096,4,23.09302326,25,38,43,Italian/French,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2c6fef1ce0e13a5a,5,34.14285714,31,96,42,Italian/French,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_2c989829acbd1c6b,18,36.64615385,35,54,65,Izakaya,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_2cee51fa6fdf6c0d,4,16.43283582,15,44,67,Western food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_2d3afcb91762fe01,20,42.29411765,43,66,68,Izakaya,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_2d78d9a1f4dd02ca,3,16.9047619,14,39,42,Japanese food,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_2e7cb1f1a2a9cd6a,18,37.5,36,63,40,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2f8ced25216df926,6,17.58139535,16,55,43,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_2fc149abe33adcb4,18,38.23255814,38,58,43,Creative cuisine,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_2fc478dc9f0a6b31,4,17.20930233,18,33,43,Yakiniku/Korean food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_2fed81034f8834e5,1,34.975,37.5,69,40,Other,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_303bac187b53083a,4,10.41463415,10,17,41,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_310e467e6e625004,7,18.16666667,18,35,42,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_3155ee23d92202da,2,12.875,8.5,44,32,Japanese food,Niigata-ken Niigata-shi Gakkōchōdōri 1 Banchō,37.9163674,139.0363265
air_31c753b48a657b6c,2,18.26315789,15,36,19,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_32460819c7600037,12,50.80882353,51.5,77,68,Dining bar,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_324f7c39a8410e7c,3,14.37209302,14,29,43,Izakaya,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_326ca454ef3558bc,12,38.88059701,39,83,67,Izakaya,Shizuoka-ken Shizuoka-shi Ōtemachi,34.9751398,138.3832429
air_32b02ba5dc2027f4,4,48.04651163,53,97,43,Izakaya,Tōkyō-to Chiyoda-ku Kanda Jinbōchō,35.6956944,139.7593864
air_32c61b620a766138,7,33.60465116,29,72,43,Dining bar,Hokkaidō Sapporo-shi Kita 24 Jōnishi,43.0908503,141.3408314
air_32f5d7cd696e3c4a,11,23.76190476,23.5,39,42,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_33b01025210d6007,2,15.41860465,13,35,43,Izakaya,Ōsaka-fu Higashiōsaka-shi Aramotokita,34.6793301,135.6010123
air_3440e0ea1b70a99b,24,44.37209302,44,63,43,Italian/French,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_346ade7d29230634,1,9.588235294,9.5,28,68,Izakaya,Hiroshima-ken Hiroshima-shi Nagarekawachō,34.3889694,132.4630947
air_347be2c4feeb408b,16,26.90697674,26,37,43,Japanese food,Tōkyō-to Edogawa-ku Chūō,35.7066569,139.8684267
air_349278fa964bb12f,12,18.13953488,17,28,43,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_3525f11ef0bf0c35,11,36.65671642,34,96,67,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Shinmachi,34.6762311,135.4860587
air_35512c42db0868da,2,9.75,9.5,22,60,Dining bar,Tōkyō-to Musashino-shi Midorichō,35.7177841,139.56626
air_3561fd1c0bce6a95,4,13.95454545,12,31,66,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_35c4732dcbfe31be,1,9.927536232,10,22,69,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_36429b5ca4407b3e,11,34.37209302,36,58,43,Dining bar,Hokkaidō Sapporo-shi Kita 24 Jōnishi,43.0908503,141.3408314
air_36bcf77d3382d36e,13,30.13043478,26,71,69,Bar/Cocktail,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_37189c92b6c761ec,1,13.56896552,9,77,58,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_375a5241615b5e22,4,11.47619048,12,20,42,Dining bar,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_382f5ace4e2247b8,1,7.473684211,7,16,38,Cafe/Sweets,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127
air_383f5b2f8d345a49,1,10.25373134,8,42,67,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_38746ffe9aa20c7e,1,10.07894737,7.5,39,38,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_396166d47733d5c9,4,30.62790698,33,60,43,Yakiniku/Korean food,Hokkaidō Sapporo-shi Atsubetsuchūō 1 Jō,43.0364075,141.4747892
air_396942e6423a2145,5,19.09302326,17,50,43,Dining bar,Tōkyō-to Toshima-ku Sugamo,35.7379419,139.7310979
air_397d3f32a7196aa2,3,42.88095238,41.5,87,42,Dining bar,Tōkyō-to Shinagawa-ku Hiromachi,35.6092261,139.7301861
air_3980af67be35afdb,3,21.3255814,21,39,43,Izakaya,Tōkyō-to Minato-ku Akasaka,35.6749184,139.736775
air_3982a2c4ea2ed431,3,28.54545455,25.5,62,66,Dining bar,Fukuoka-ken Fukuoka-shi Takatori,33.5808273,130.3507639
air_399904bdb7685ca0,10,57.03076923,51,141,65,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_39dccf7df20b1c6a,9,25.43478261,24,55,69,Izakaya,Hyōgo-ken Takarazuka-shi Tōyōchō,34.7997673,135.3600729
air_3a8a3f8fb5cd7f88,1,26.03773585,25,52,53,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_3aa839e8e0cb6c87,12,28.27906977,24,126,43,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_3ac24136722e2291,2,18,17.5,41,42,Dining bar,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_3b20733899b5287f,27,58.95238095,59.5,79,42,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_3b6438b125086430,2,13.39705882,13,30,68,Bar/Cocktail,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_3bb99a1fe0583897,16,47.64705882,47,72,68,Izakaya,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_3bd49f98ab7f36ab,4,12.02325581,12,26,43,Bar/Cocktail,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_3c05c8f26c611eb9,11,36.80882353,38.5,54,68,Izakaya,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127
air_3c938075889fc059,7,47.1627907,52,83,43,Japanese food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_3cad29d1a23209d2,2,10.92424242,11,22,66,Japanese food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_3caef3f76b8f26c5,9,27.29850746,28,45,67,Other,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_3d3a2b509180e798,11,18.28571429,17,33,42,Japanese food,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_3e6cea17a9d2c0f1,2,22.44117647,22,56,68,Izakaya,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_3e93f3c81008696d,2,28.30555556,24.5,67,36,Okonomiyaki/Monja/Teppanyaki,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_3f91d592acd6cc0b,16,29.73170732,30,48,41,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_401b39f97e56b939,1,8.854166667,9,25,48,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_4043b7ccfbffa732,2,27.75384615,29,54,65,Cafe/Sweets,Ōsaka-fu Ōsaka-shi Fuminosato,34.638969,135.5184958
air_4092cfbd95a3ac1b,3,35.76744186,35,70,43,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_40953e2d8b4f2857,3,18.64285714,19,36,42,Italian/French,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_40f6193ea3ed1b91,4,15.20895522,15,33,67,Italian/French,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_414ff459ed18fa48,5,14.93023256,14,31,43,Cafe/Sweets,Tōkyō-to Meguro-ku Jiyūgaoka,35.6092076,139.6693609
air_41bbf6e1d9814c4b,1,6.895522388,7,17,67,Cafe/Sweets,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_421670f21da5ba31,1,20.97058824,21,37,34,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_4254c3fc3ad078bd,3,11.06976744,12,19,43,Other,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_42c9aa6d617c5057,22,42.88372093,42,68,43,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_42d41eb58cad170e,2,22.1627907,22,53,43,Yakiniku/Korean food,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_43b65e4b05bff2d3,11,29.95348837,30,56,43,Dining bar,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_43d577e0c9460e64,10,28.1969697,28,54,66,Creative cuisine,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_4433ab8e9999915f,10,23.83333333,23.5,44,42,Izakaya,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_4481a87c1d7c9896,9,23.30952381,23.5,40,42,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_452100f5305dde64,2,5.897435897,6,13,39,Cafe/Sweets,Fukuoka-ken Kitakyūshū-shi Konyamachi,33.8810679,130.881838
air_45326ebb8dc72cfb,3,15.44186047,14,30,43,Cafe/Sweets,Hyōgo-ken Nishinomiya-shi Rokutanjichō,34.7375965,135.3415643
air_4570f52104fe0982,1,12.90909091,11,47,66,Izakaya,Tōkyō-to Kōtō-ku Kameido,35.6995366,139.8265727
air_4579cb0669fd411b,1,22.41860465,20,45,43,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_457efe8c3a30ea17,1,10.01492537,9,28,67,Creative cuisine,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_464a62de0d57be1e,10,24.44186047,24,64,43,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_465bddfed3353b23,1,38.74418605,39,83,43,Dining bar,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_47070be6093f123e,4,37.42857143,36,85,42,Japanese food,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_472b19e3b5bffa41,2,12.92857143,11,29,42,Japanese food,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_473cf23b9e7c0a37,2,10.65116279,10,23,43,Japanese food,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_473f98b212d37b4a,1,22.54545455,22,54,66,Dining bar,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_47beaffd3806c979,6,20.79487179,20,29,39,Western food,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_483eba479dc9910d,2,19.91176471,18,57,68,Italian/French,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_48e9fc98b62495a7,3,34.91176471,35,107,68,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_48f4da6223571da4,7,21.79069767,21,43,43,Italian/French,Tōkyō-to Tachikawa-shi Izumichō,35.7140142,139.4078431
air_48ffd31594bc3263,1,5.325,4,13,40,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_49211568cab5fdee,15,23.30232558,23,38,43,Bar/Cocktail,Tōkyō-to Shibuya-ku Dōgenzaka,35.6593968,139.6964402
air_4974785f48853db9,2,10.1025641,10,25,39,Japanese food,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_4b251b9f8373f1ae,1,23.78571429,26,36,42,Other,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_4b380b4db9d37883,3,21.97674419,20,50,43,Dining bar,Fukuoka-ken Fukuoka-shi Tenjin,33.5902074,130.3976602
air_4b55d8aea1d2b395,1,30.72222222,34.5,74,18,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_4b9085d0d46a6211,12,31.63414634,30,57,41,Japanese food,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_4beac252540f865e,19,49.1627907,47,71,43,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_4c2ed28f3f19ca52,2,15.02380952,13,40,42,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_4c665a2bfff0da3b,1,7.353846154,7,20,65,Bar/Cocktail,Tōkyō-to Minato-ku Roppongi,35.6641222,139.729426
air_4c727b55acdee495,5,16.70731707,17,39,41,Creative cuisine,Hyōgo-ken Himeji-shi Yasuda,34.815149,134.6853528
air_4cab15ad29c0ffbc,11,31.57352941,32,47,68,Dining bar,Ōsaka-fu Ōsaka-shi Nakanochō,34.7012792,135.5280905
air_4cab91146e3d1897,7,14.109375,13,30,64,Izakaya,Tōkyō-to Shinagawa-ku Higashigotanda,35.6265683,139.7258581
air_4cca5666eaf5c709,17,36.60294118,35,62,68,Izakaya,Tōkyō-to Kōtō-ku Kameido,35.6995366,139.8265727
air_4ce7b17062a1bf73,1,9.328358209,9,20,67,Italian/French,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_4d21676ed11f0bac,22,52.04651163,51,90,43,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_4d71826793c09b22,6,24.02941176,23,46,68,Japanese food,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_4d90a22572fa1ec9,13,28.45238095,27,43,42,Izakaya,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_4de6d887a7b1c1fc,5,16.85714286,17,28,42,Izakaya,Ōsaka-fu Ōsaka-shi Nanbasennichimae,34.6647437,135.5034436
air_4dea8d17f6f59c56,2,20.11627907,22,39,43,Cafe/Sweets,Tōkyō-to Shinjuku-ku Nishishinjuku,35.6921398,139.6854735
air_4e1c38f68f435596,24,38,37.5,58,42,Italian/French,Tōkyō-to Ōta-ku Kamiikedai,35.602201,139.6976891
air_4f762e840b3996e1,1,10.78461538,9,43,65,Bar/Cocktail,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_4feeb8600f131e43,29,60.87804878,61,84,41,Izakaya,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_500641aca4cf673c,2,15.22580645,15,51,62,Cafe/Sweets,Tōkyō-to Koganei-shi Honchō,35.6994733,139.5029916
air_506fe758114df773,2,20.17391304,19,60,69,Italian/French,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_51281cd059d7b89b,1,11.88888889,12,26,27,Izakaya,Shizuoka-ken Hamamatsu-shi Motoshirochō,34.7108955,137.7259397
air_51319e7acf0438cf,1,12.19402985,12,34,67,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_52a08ef3efdb4bb0,1,22.16666667,19.5,62,6,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_52e2a1fd42bc917a,7,11.9047619,11,22,42,Yakiniku/Korean food,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_536043fcf1a4f8a4,16,34.68115942,33,78,69,Bar/Cocktail,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_539d693f7317c62d,3,14.7761194,15,26,67,Japanese food,Miyagi-ken Sendai-shi Kamisugi,38.2690761,140.8704029
air_546b353cbea4a45b,12,22.82539683,23,36,63,Izakaya,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_5485912b44f976de,1,11.52380952,11,35,42,Izakaya,Hyōgo-ken Himeji-shi Yasuda,34.815149,134.6853528
air_54d6c25d33f5260e,7,49.82352941,50,81,68,Izakaya,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_54ed43163b7596c4,2,20.35384615,21,51,65,Izakaya,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_55390f784018349a,26,43.44615385,44,62,65,Cafe/Sweets,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_55c3627912b9c849,3,17.44117647,17,34,68,Italian/French,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_55e11c33d4758131,16,31.76744186,33,51,43,Japanese food,Tōkyō-to Toshima-ku Minamiikebukuro,35.7261178,139.7166049
air_56cd12f31a0afc04,23,37.06976744,37,51,43,Italian/French,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_56cebcbd6906e04c,2,34.92857143,33.5,126,42,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_56ea46c14b2dd967,14,35.29268293,35,56,41,Cafe/Sweets,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_57013002b912772b,1,5.317073171,4,20,41,Dining bar,Tōkyō-to Machida-shi Morino,35.546631,139.4386186
air_573ecdf81b157d22,17,38.234375,38.5,50,64,Japanese food,Tōkyō-to Toshima-ku Minamiikebukuro,35.7261178,139.7166049
air_57c9eea1a2b66e65,4,13.26190476,13,23,42,Western food,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_57ed725a1930a5b9,3,18.65671642,18,48,67,Cafe/Sweets,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_5878b6f2a9da12c1,2,14.86046512,16,29,43,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_59cc9b2b209c6331,2,10.12903226,10,20,31,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_5a9a6cbeeb434c08,8,32.74418605,33,66,43,Izakaya,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_5acc13d655a6e8b2,15,30.90697674,30,51,43,Izakaya,Tōkyō-to Katsushika-ku Tateishi,35.7435748,139.8471797
air_5afb1cca48ceaa19,27,40.46511628,39,85,43,Bar/Cocktail,Tōkyō-to Toshima-ku Minamiikebukuro,35.7248234,139.7159634
air_5b6d18c470bbfaf9,3,18.14925373,18,38,67,Cafe/Sweets,Tōkyō-to Bunkyō-ku Kasuga,35.7080677,139.752167
air_5b704df317ed1962,1,3.571428571,2,31,28,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_5bd22f9cc1426a90,1,32.375,34,53,40,Dining bar,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_5c65468938c07fa5,1,15.70149254,12,52,67,Other,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5c7489c9ec755e2d,4,15.81481481,10,70,27,Bar/Cocktail,Hokkaidō Asahikawa-shi 6 Jōdōri,43.7706355,142.364819
air_5c817ef28f236bdf,16,45.10294118,42,109,68,Izakaya,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5cb030b9f0b91537,7,11.925,11,20,40,Izakaya,Tōkyō-to Shinjuku-ku Kabukichō,35.6938401,139.7035494
air_5cfc537125d97f16,1,10.44186047,10,21,43,Bar/Cocktail,Tōkyō-to Toshima-ku Higashiikebukuro,35.7262319,139.7232404
air_5d7c744c3a2ef624,23,43.06976744,42,74,43,Izakaya,Hyōgo-ken Himeji-shi Yasuda,34.815149,134.6853528
air_5d945ade487cdf4d,2,10.16129032,9,36,62,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_5dea8a7a5bf5eb71,15,34,34,61,42,Cafe/Sweets,Tōkyō-to Kōtō-ku Tōyō,35.6728535,139.8174097
air_5e339a1f364cdb00,1,14.17073171,15,33,41,Other,Tōkyō-to Shibuya-ku Higashi,35.6532174,139.7110363
air_5e34c6fe6fabd10e,4,19.61538462,19,37,39,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6427447,139.6413873
air_5e70fe82f9e4fab6,1,16.86567164,17,46,67,Yakiniku/Korean food,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_5e939e005bd34633,1,36.82352941,40.5,83,34,Bar/Cocktail,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5ed3198e4a5eed0f,10,26.65625,23.5,60,64,Cafe/Sweets,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
air_5f3a3ef4cba110a4,8,33.82258065,34.5,60,62,Izakaya,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_5f6fa1b897fe80d5,18,35.41860465,35,50,43,Izakaya,Shizuoka-ken Shizuoka-shi Ōtemachi,34.9751398,138.3832429
air_5fbda8e9302f7c13,5,22,21,48,40,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Shiobaru,33.5615691,130.4264283
air_602ca92c0db34f8f,6,15.09756098,13,38,41,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_609050e4e4f79ae1,1,25.09230769,26,44,65,Japanese food,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_60a7057184ec7ec7,14,46.26086957,46,91,69,Izakaya,Fukuoka-ken Fukuoka-shi Torikai,33.5756863,130.3699764
air_60aa54ecbc602348,1,6.737704918,5,27,61,Bar/Cocktail,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_6108821ffafa9b72,9,18.92857143,18.5,33,28,Cafe/Sweets,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_614e2f7e76dff854,2,10.55223881,10,22,67,Izakaya,Tōkyō-to Itabashi-ku Itabashi,35.7511648,139.7092437
air_61668cc2b0778898,2,8.972972973,8,30,37,Bar/Cocktail,Tōkyō-to Chūō-ku Ginza,35.6721142,139.7708253
air_61b8d37c33617f21,17,33.81395349,33,55,43,Izakaya,Fukuoka-ken Kitakyūshū-shi None,33.8664649,130.7649232
air_61de73b097513f58,3,12.44117647,12,22,68,Bar/Cocktail,Tōkyō-to Toshima-ku Nishiikebukuro,35.7322863,139.710247
air_622375b4815cf5cb,7,52.5,50.5,118,68,Izakaya,Fukuoka-ken Kitakyūshū-shi None,33.8664649,130.7649232
air_627cabe2fe53f33f,6,19.13953488,18,35,43,Yakiniku/Korean food,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_629d9935273c82ae,8,25.3255814,24,48,43,Izakaya,Shizuoka-ken Shizuoka-shi Ōtemachi,34.9751398,138.3832429
air_629edf21ea38ac2d,3,21.60465116,14,108,43,Dining bar,Tōkyō-to Meguro-ku Kamimeguro,35.6414629,139.6981712
air_632ba66e1f75aa28,3,15.24615385,14,53,65,Italian/French,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_638c35eb25e53eea,9,30.5,29,63,68,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_63a750d8b4b6a976,3,22.05970149,20,49,67,Italian/French,Fukuoka-ken Fukuoka-shi Daimyō,33.5892157,130.3928134
air_63a88d81295195ed,8,49.05882353,45,114,68,Izakaya,Hyōgo-ken Kōbe-shi Kumoidōri,34.6951242,135.1978525
air_63b13c56b7201bd9,1,15.91044776,12,48,67,Cafe/Sweets,Fukuoka-ken Fukuoka-shi Daimyō,33.5869938,130.3948938
air_63e28ee0b0c955a7,8,25.02985075,23,46,67,Japanese food,Tōkyō-to Taitō-ku Higashiueno,35.712607,139.7799956
air_640cf4835f0d9ba3,2,33.88235294,30.5,74,68,Izakaya,Tōkyō-to Ōta-ku Kamata,35.5612568,139.7160511
air_6411203a47b5ec77,6,12.92857143,13,23,42,Izakaya,Ōsaka-fu Ōsaka-shi Ōgimachi,34.7053617,135.5100252
air_645cb18b33f938cf,1,16.53488372,14,47,43,Italian/French,Hyōgo-ken Kakogawa-shi Kakogawachō Kitazaike,34.7569503,134.8411775
air_646b93e336f0dded,1,9.243902439,8,42,41,Izakaya,Hiroshima-ken Hiroshima-shi Kokutaijimachi,34.3862445,132.4550176
air_64a5d5c1381837af,34,45.51282051,46,57,39,Creative cuisine,Tōkyō-to Nakano-ku Nakano,35.7073985,139.6638354
air_64d4491ad8cdb1c6,2,21.23529412,21,37,68,Dining bar,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_650f9b9de0c5542c,1,25.66666667,27,38,66,Italian/French,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_657a0748462f85de,2,8.142857143,8,18,42,Cafe/Sweets,Tōkyō-to Suginami-ku Asagayaminami,35.6995657,139.6364379
air_65e294f1ae6df9c3,3,23.64179104,21,81,67,Other,Fukuoka-ken Fukuoka-shi Hakata Ekimae,33.5913576,130.4148783
air_6607fe3671242ce3,16,35.60465116,34,63,43,Izakaya,Tōkyō-to Chūō-ku Tsukiji,35.6706505,139.7718614
air_670a0c1c4108bcea,9,28.50746269,29,49,67,Okonomiyaki/Monja/Teppanyaki,Ōsaka-fu Ōsaka-shi Kyūtarōmachi,34.6812614,135.5098009
air_671b4bea84dafb67,11,27.04545455,28,53,66,Japanese food,Tōkyō-to Minato-ku Shibakōen,35.6580681,139.7515992
air_673acd9fa5e0dd78,1,8.46969697,7.5,26,66,Japanese food,Hokkaidō Sapporo-shi Minami 3 Jōnishi,43.0554601,141.3409556
air_67483104fa38ef6c,12,23.26315789,22,40,38,Cafe/Sweets,Hiroshima-ken Fukuyama-shi Higashisakuramachi,34.4858993,133.3623127
air_675aa35cba456fd1,8,49.28125,51.5,67,64,Izakaya,Tōkyō-to Chiyoda-ku Kudanminami,35.6940027,139.7535951
air_67f87c159d9e2ee2,28,52.53488372,52,80,43,Japanese food,Fukuoka-ken Fukuoka-shi Momochi,33.5819411,130.3484363
air_68147db09287bf74,2,14.725,13,43,40,Dining bar,Tōkyō-to Setagaya-ku Setagaya,35.6465721,139.6532473
air_681b0c56328dd2af,7,30.71875,28,218,64,Italian/French,Tōkyō-to Shibuya-ku Shibuya,35.6617773,139.7040506
